Date,Time,Operator,Flight,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry
6/27/2008,7:05,Juba Air Cargo,,Khartoum - Juba,Antonov 12BK,ST-ARN,8346010,8,6,2,7,5,2,0,The cargo plane crashed mid-flight after entering an area of thunderstorms. Triple engine failure.,"Malakal, Sudan",9.5410608,31.6504255,POINT (9.5410608 31.6504255)
6/29/2008,15:48,Air Methods / Classic Helicopters,,Medical flight,Bell 407 / Bell 407,N407GA / N407MJ,53104 / 53079,7,5,2,6,4,2,0,The two helicopters struck each other in mid-air and crashed in a wooded area about 0.5 miles from Flagstaff Medical Center. Both helicopter pilots' failure to see and avoid the other helicopter on approach to the helipad. Contributing to the accident were the failure of N407GA's pilot to follow arrival and noise abatement guidelines and the failure of N407MJ's pilot to follow communications guidelines.,"Flagstaff, Arizona",35.1987522,-111.6518229,POINT (35.19875220000001 -111.6518229)
6/30/2008,7:00,Ababeel Aviaition,,Khartoum - Juba,Ilysushin Il-76TD,ST-WTB,1003499994,4,0,4,4,0,4,0,"While taking off, the cargo plane hit an electricity pole, crashed into a field and burst into flames. All four crew members were killed.","Khartoum, Sudan",15.593325,32.53565,POINT (15.593325 32.53565)
7/6/2008,2:15,USA Jet Airlines,199,"Hamilton, Ont, Can.- Shreveport, LA - Saltillo, Mexico",Douglas DC9-15F,N199US,47153/185,2,0,2,1,0,1,0,"While attempting to land, the cargo plane, loaded with auto parts, and experiencing engine trouble, crashed splitting into four pieces and scattering debris across an area of about 600 meters in diameter. The pilot was killed and the copilot seriously injured.","Saltillo, Mexico",25.4230425,-100.9927509,POINT (25.4230425 -100.9927509)
7/7/2008,3:50,Centurian Air Cargo,,"Bogota, Colombia - Miami, FL",Boeing B-747-209BSF,N714CK,22446/519,8,0,8,0,0,0,3,"The cargo plane carrying a load of flowers had taken off from Bogota when the crew radioed that they had an engine fire. They attempted to return to the airport, but crashed in a field and destroyed a farm house killing three people inside. Double engine failure.","Bogota, Colombia",4.59808,-74.0760439,POINT (4.59808 -74.0760439)
7/31/2008,9:53,East Coast Jets,81,"Atlantic City, NJ- Owatonna,MN",British Aerospace BAe-125-800A,N818MV,258186,8,6,2,8,6,2,0,"While attempting to land on Runway 30, the business jet landed 500 to 1000 feet down a 5,000 ft. runway, overran the runway, passed over a ditch and roadway, slid into a cornfield and broke up. One person survived the accident but died later. The pilots  were both working on insufficient sleep and displayed poor coordination with one another. The pilots failed to account for a wet runway and 8-knot tailwind when they touched down on the 5,500-foot runway, and they should have applied a braking system a full seven seconds earlier than they did.Realizing they were running out of runway, the pilots hit the throttles to try to take off again. Had the pilots hit the lift dump right after touchdown, or landed into the wind, the plane probably could have stopped safely on the runway. The accident was due to the captain's decision to attempt a go-around late in the landing roll with insufficient runway remaining. Contributing to the accident were the pilots' poor crew coordination and lack of cockpit discipline.; fatigue, which likely impaired both pilots' performance and failure of the FAA to require crew resource management training and standard operating procedures for Part 135 operators.","Owatonna, Minnesota",44.0839937,-93.2261076,POINT (44.0839937 -93.22610759999999)
8/3/2008,7:00,Pacific Coastal Airlines,,"Port Hardy - Chamiss Bay, Vancouver Island",Grumman G-21A Goose,C-GPCD,B-76,7,6,1,5,4,1,0,"The plane crashed in a remote mountanous region of Vancouver Island while en route on a short 30 minute flight. Investigators determined the plane's body broke apart when it hit the ground near Alice Lake, and exposed electrical wires sent sparks into a pool of spilled fuel, starting a fire that consumed the plane. The accident was triggered when the plane stalled and dipped while attempting a steep climb over a ridge.","North Vancouver Island, British Colombia, Canada",49.3207133,-123.0737831,POINT (49.32071329999999 -123.0737831)
8/5/2008,19:30,Junction City Fire Department,,Ferrying fire fighters,Sikorsky S-61N,N612AZ,61297,13,11,2,9,8,1,0,"The helicopter was ferrying fire fighters in Northern California's Shasta-Trinity National Forest when it crashed. The four survivors were seriously burned, with two listed in critical condition. The helicopter lost main rotor power during liftoff.","Junction City, California",40.733199,-123.0536402,POINT (40.733199 -123.0536402)
8/6/2008,11:40,Military - Royal Thai Air Force,,Betong - ?,Bell Huey UH-1H,,,10,8,2,10,8,2,0,The helicopter crashed while ferrying a forensic team to the site of a gun battle between Muslim rebels and security forces. The aircraft suffered engine failure and crashed into the side of a hill.,"Sunat Tanon, Thailand",14.84783,103.70528,POINT (14.84783 103.70528)
8/13/2008,7:30,Fly 540,,Kenya - Somalia,Fokker F-27 Friendship 500,5Y-BVF,10627,3,0,3,3,0,3,0,While on approach in poor weather the cargo plane struck a telephone line and crashed. Extremely poor weather conditions.,"K-50 Airport, Somalia",10.313839,50.2032,POINT (10.313839 50.2032)
8/20/2008,14:45,Spanair,5022,"Madrid - Las Palmas, Canary Islands",McDonnell Douglas MD-82,EC-HFP ,53148/2072,172,166,6,154,148,6,0,"The airliner crashed while attempting to takeoff. The plane was able to get slightly airborne before crashing into a ravine at the end of the runway. The plane took off without the crew extending  it's flaps and slats, but the pilots would not have known there was a problem because the alarm did not go off. Malware may have interfered with the warning  alarm software.","Madrid, Spain",40.4167047,-3.7035825,POINT (40.4167047 -3.7035825)
8/24/2008,20:30,Itek Air,IRC6895,"Bishkek - Tehran, Iran",Boeing B-737-219,EX-009,22088/676,90,83,7,68,67,1,0,"The plane crashed shortly after taking off from Manas International Airport.  After 10 minutes, the crew reported a severe loss of cabin pressure and said they were returning when it crashed 6 miles from the airport. The Iran Aseman Airlines flight was being carried out by Itek Air. The forward left cabin door was not closed completely, and that the person who closed it was an engineer who was not listed among those (in the Cabin Attendant Manual) who were supposed to close the door.  A report concludes that the aircraft originally lost cabin pressure due to this.","Bishkek, Kyrgyzstan",42.8765615,74.6070079,POINT (42.8765615 74.6070079)
8/30/2008,21:50,Conviasa,,Caracas - Latacunga,Boeing B-737-291,YV-102T,21545/525,3,0,3,3,0,3,0,The plane was on a positioning flight when it flew into the side of Iliniza Volcano.,"Toacaso, Ecuador",-0.7142358,-78.7622864,POINT (-0.7142358 -78.7622864003921)
9/1/2008,12:10,Air Tahoma,,Colombus - Mansfield,Convair CV-580,N587X,361,3,0,3,3,0,3,0,"Soon after taking off the pilot radioed he was returning to the airport but the aircraft crashed into a corn field, broke up and burned. The improper (reverse) rigging of the elevator trim cables by company maintenance personnel, and their subsequent failure to discover the misrigging during required post-maintenance checks. Contributing to the accident was the captain’s inadequate post-maintenance preflight check.","Columbus, Ohio",39.9622601,-83.0007065,POINT (39.9622601 -83.00070649999998)
9/3/2008,20:20,Aerogulf,,,Bell 212,A6-AVL,,7,5,2,7,5,2,0,"While attempting to take off, the helicopter struck a crane, crashed on to the deck of the Maersk Resilient oil drilling rig, broke up and fell into the sea 43 miles off Duabi.","Dubai, United Arab Emirates",25.0750095,55.18876088,POINT (25.0750095 55.1887608818332)
9/14/2008,3:15,Aeroflot,SU821,Moscow - Perm,Boeing B-737-505,VP-BKO,25792/2353,88,82,6,88,82,6,0,"The aircraft crashed into a ravine adjacent to railroad tracks and near an apartment building as it was approaching Perm for a landing. The plane was at 3,600 when contact was lost with the tower. Pilot error. The captain ""lost spatial orientation"" after he misread an altitude indicator on the instrument panel. The pilot  was determined to be intoxicated.","Perm, Russia",58.014965,56.246723,POINT (58.014965 56.246723)
9/19/2008,23:53,Global Executive Aviation,,"Colombia, SC - Los Angeles, CA",Learjet 60,N999LJ,314,6,4,2,4,2,2,0,"The plane was attempting to take off from Columbia Metropolitan Airport when it overran the runway, crashed through a perimeter fence, struck antennas and came to rest on an embankment adjacent to highway. The accident was caused by the operator’s inadequate maintenance of the airplane’s tires, which resulted in multiple tire failures during takeoff roll due to severe underinflation, and the captain’s execution of a rejected takeoff after V1, which was inconsistent with her training and standard operating procedures.","Columbia, South Carolina",34.0007493,-81.0343313,POINT (34.0007493 -81.03433129999998)
9/27/2008,3:57,Maryland State Police,,Medical evacuation flight,Aerospatiale SA365N-1 Dauphin II,N92MD,6311,5,4,1,4,3,1,0,The medical helicopter carrying victims of a traffic accident crashed in fog at Walker Mill Regional Park. The pilot radioed for help prior to the accident.,"Camp Springs, Maryland",38.8040027,-76.9066396,POINT (38.8040027 -76.90663959999998)
10/8/2008,7:31,Yeti Airlines,,Katmandu - Lukla,de Havilland Canada DHC-6 Twin Otter 300,9N-AFE ,720,19,16,3,18,16,2,0,"As the passenger plane came in for a landing, in fog, the main landing gears snagged on a security fence. The plane crashed to the ground and caught fire. The pilot was the only survivor. The cause was the two pilots who misjudged deteriorating weather conditions and flew inside a patch of fog while trying to land at Lukla airport, which is carved into the side of the Himalayas at an altitude of 9,200 feet.","Lukla, Nepal",27.688947,86.7307482,POINT (27.688947 86.73074820000002)
10/15/2008,23:58,Air Angles Inc.,,Sandwich - Chicago,Bell 222,N992AA,47062,4,1,3,4,1,3,0,"The helicopter clipped a radio tower wire, crashed and burned killing all aboard.","Aurora, Illinois",41.7571701,-88.3147539,POINT (41.7571701 -88.31475390000001)
11/13/2008,11:35,Falcon Aviation Group,,al-Asad air base - Baghdad,Antonov An-12,S9-SAO,346908,7,0,7,7,0,7,0,"The cargo plane, chartered by FedEx, crashed west of Baghdad, shortly after taking off from al Asad air base and after the crew reported a malfunction with the plane.","Fallujah, Iraq",33.3532137,43.7875674,POINT (33.3532137 43.7875674)
11/16/2008,10:32,Pacific Coastal Airlines,,Vancouver - Powell River - Toba Inlet,Grumman G-21A Goose,C-FPCK,1187,8,7,1,7,6,1,0,The charter aircraft crashed into a steep hillside on south Thormanby Island 19 minutes after taking off and exploded into flames. Controlled flight into terrain caused by poor weather conditions and the decision by the pilot to fly in such conditions.,"Thormanby Island, British Columbia, Canada",49.4880315,-123.9719821,POINT (49.4880315 -123.971982081953)
11/27/2008,17:00,XL Airways leased from Air New Zealand,,Training,Airbus A320-232,D-AXLA,2500,7,0,7,7,0,7,0,"The Airbus A320 was leased by XL Airways of Germany since May 2006. The plane was scheduled to be returned to its owner, Air New Zealand. The plane was ferried to Perpignan, France where it underwent maintenance at EAS Industries. During a second test flight, on approach to Perpignan, at 3,500 feet, radio contact was lost. A controller reported seeing the plane descending quickly in a left bank. The aircraft soon after crashed into the sea and broke up. While attempting to test slowing the airplane to an unsafe speed, the plane's computer failed to automatically recover to safe flight, The plane stalled and crashed. The reason the computer failed was that both angle-of-attack sensors were frozen.The reason water froze in the sensors was the plane had been washed using a firehose without protecting the sensors.","Perpignan, France",42.6985304,2.8953121,POINT (42.6985304 2.8953121)
12/3/2008,12:13,Webstas Aviation Services Inc.,,"Tortola Virgin Islands - San Juan, PR",Rockwell International 690B,N318WA ,11444,3,2,1,3,2,1,0,"The plane struck the side of El Yunque mountain 2,310 feet, east of San Juan in heavy fog.","San Juan, Puerto Rico",18.465299,-66.116666,POINT (18.465299 -66.11666600000001)
12/11/2008,6:25,Rotorcraft Leasing Co,,Sabine Pass - Oil Platform,Bell 206-L4 Jet Ranger III,N180AL,52104,3,3,2,3,3,2,0,"The helicopter ferrying workers to an off shore drilling platform crashed into the Gulf, 8 miles from Sabine Pass.","Sabine Pass, Texas",29.7329013,-93.8956445,POINT (29.73290130000001 -93.89564449999999)
12/15/2008,16:40,Alantis Aviation,,"Santiago, Dominican Republic - Providenciales",Britten Norman BN-2A Trislander Mk3,N650LP,1029,12,11,1,12,11,1,0,The charter flight disappeared from radar 35 minutes into the flight and after the pilot radioed a mayday call. Probably crashed into the ocean. Never found.,Turks and Caicos Islands,21.7214683,-71.6201783,POINT (21.7214683 -71.62017829999998)
